Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
0,Domestic Shorthair,Mix,0,0,12.0,Adult,Normal,9/28/2020 12:43 PM,Clinic,Vaccinations,,,9/28/2020 1:19 PM,9/28/2020 1:19 PM,Clinic Out,Vaccinations,,
0,Domestic Shorthair,Mix,0,1,36.0,Adult,Normal,9/28/2020 12:43 PM,Clinic,Vaccinations,,,9/28/2020 1:19 PM,9/28/2020 1:19 PM,Clinic Out,Vaccinations,,
1,Pekingese,,1,1,108.0,Adult,Normal,9/28/2020 1:26 PM,Clinic,Vaccinations,,,9/28/2020 1:27 PM,9/28/2020 1:27 PM,Clinic Out,Vaccinations,,
0,Domestic Shorthair,Mix,0,1,2.0,Baby,Normal,9/28/2020 1:33 PM,Clinic,Microchip,,,9/28/2020 1:39 PM,9/28/2020 1:39 PM,Clinic Out,Microchip,,
0,Siamese,Mix,1,1,3.0,Baby,Normal,9/28/2020 1:33 PM,Clinic,Microchip,,,9/28/2020 1:39 PM,9/28/2020 1:39 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,3.0,Baby,Normal,9/28/2020 1:49 PM,Clinic,Vaccinations,,,9/28/2020 1:55 PM,9/28/2020 1:55 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,4.0,Baby,Normal,10/23/2020 1:33 PM,Clinic,Neuter,,,10/23/2020 1:35 PM,10/23/2020 1:35 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,0,6.0,Baby,Normal,9/28/2020 2:15 PM,Clinic,Vaccinations,,,9/29/2020 2:33 PM,9/29/2020 2:33 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,0,0,4.0,Baby,Normal,9/28/2020 2:15 PM,Clinic,Vaccinations,,,9/29/2020 2:33 PM,9/29/2020 2:33 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,0,0,4.0,Baby,Normal,9/28/2020 2:15 PM,Clinic,Vaccinations,,,9/29/2020 2:33 PM,9/29/2020 2:33 PM,Clinic Out,Microchip,,
1,Pomeranian,,1,1,120.0,Senior,Normal,9/28/2020 2:42 PM,Clinic,Vaccinations,,,9/28/2020 3:03 PM,9/28/2020 3:03 PM,Clinic Out,Microchip,,
1,Havanese,,0,1,120.0,Senior,Normal,9/28/2020 2:42 PM,Clinic,Vaccinations,,,9/28/2020 3:03 PM,9/28/2020 3:03 PM,Clinic Out,Microchip,,
1,Havanese,,0,1,120.0,Senior,Normal,9/28/2020 2:42 PM,Clinic,Vaccinations,,,9/28/2020 3:03 PM,9/28/2020 3:03 PM,Clinic Out,Microchip,,
0,Domestic Longhair,Mix,0,0,12.0,Young,Normal,9/28/2020 3:12 PM,Clinic,Microchip,,,9/28/2020 3:18 PM,9/28/2020 3:18 PM,Clinic Out,Microchip,,
1,Boxer,Mix,0,1,24.0,Young,Normal,9/28/2020 3:22 PM,Clinic,Microchip,,,9/28/2020 3:28 PM,9/28/2020 3:28 PM,Clinic Out,Microchip,,
1,Boxer,Mix,0,1,25.0,Young,Normal,11/13/2020 8:27 AM,Clinic,Spay,,,11/13/2020 8:29 AM,11/13/2020 8:29 AM,Clinic Out,Suture Removal,,
0,Domestic Shorthair,Mix,0,0,3.0,Baby,Normal,9/28/2020 3:32 PM,Clinic,Vaccinations,,,9/28/2020 3:38 PM,9/28/2020 3:38 PM,Clinic Out,Vaccinations,,
1,"Retriever, Labrador","Retriever, Golden",0,0,7.0,Baby,Normal,9/28/2020 3:45 PM,Clinic,Vaccinations,,,9/28/2020 3:51 PM,9/28/2020 3:51 PM,Clinic Out,Microchip,,
1,American Blue Heeler,Shepherd,1,0,6.0,Baby,Normal,9/28/2020 3:55 PM,Clinic,Vaccinations,,,9/28/2020 4:02 PM,9/28/2020 4:02 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,5.0,Baby,Normal,9/28/2020 4:07 PM,Clinic,Microchip,,,9/28/2020 4:23 PM,9/28/2020 4:23 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,5.0,Baby,Normal,9/28/2020 4:07 PM,Clinic,Microchip,,,9/28/2020 4:23 PM,9/28/2020 4:23 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,0,1,72.0,Adult,Normal,9/29/2020 11:05 AM,Clinic,Vaccinations,,,9/29/2020 11:08 AM,9/29/2020 11:08 AM,Clinic Out,Microchip,,
1,"Poodle, Standard",,0,0,24.0,Adult,Normal,9/29/2020 11:11 AM,Clinic,Vaccinations,,,9/29/2020 11:20 AM,9/29/2020 11:20 AM,Clinic Out,Vaccinations,,
1,Bichon Frise,,1,1,84.0,Adult,Normal,9/29/2020 11:17 AM,Clinic,Vaccinations,,,9/29/2020 11:20 AM,9/29/2020 11:20 AM,Clinic Out,Vaccinations,,
1,"Terrier, Yorkshire","Poodle, Miniature",0,0,12.0,Adult,Normal,9/29/2020 11:42 AM,Clinic,Microchip,,,9/29/2020 11:43 AM,9/29/2020 11:43 AM,Clinic Out,Microchip,,
1,Hound,"Terrier, American Staffordshire",0,1,96.0,Adult,Normal,9/29/2020 11:42 AM,Clinic,Microchip,,,9/29/2020 11:43 AM,9/29/2020 11:43 AM,Clinic Out,Microchip,,
1,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,0,1,6.0,Baby,Normal,9/29/2020 11:50 AM,Clinic,Vaccinations,,,9/29/2020 11:55 AM,9/29/2020 11:55 AM,Clinic Out,Vaccinations,,
0,Domestic Shorthair,Mix,0,1,23.0,Adult,Normal,9/26/2020 12:18 PM,Clinic,Vaccinations,,,9/29/2020 12:39 PM,9/29/2020 12:39 PM,Clinic Out,Vaccinations,,
0,Domestic Shorthair,Mix,0,1,23.0,Adult,Normal,9/26/2020 12:18 PM,Clinic,Vaccinations,,,9/29/2020 12:39 PM,9/29/2020 12:39 PM,Clinic Out,Vaccinations,,
0,Domestic Shorthair,Mix,0,1,36.0,Adult,Normal,9/29/2020 12:47 PM,Clinic,Microchip,,,9/29/2020 1:00 PM,9/29/2020 1:00 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,84.0,Adult,Normal,9/29/2020 12:47 PM,Clinic,Microchip,,,9/29/2020 1:00 PM,9/29/2020 1:00 PM,Clinic Out,Microchip,,
1,"Retriever, Labrador",Chow Chow,0,1,77.0,Adult,Normal,9/29/2020 1:09 PM,Clinic,Vaccinations,,,9/29/2020 1:27 PM,9/29/2020 1:27 PM,Clinic Out,Vaccinations,,
1,Siberian Husky,,0,1,29.0,Young,Normal,9/29/2020 1:09 PM,Clinic,Vaccinations,,,9/29/2020 1:27 PM,9/29/2020 1:27 PM,Clinic Out,Vaccinations,,
1,Beagle,,0,0,6.0,Baby,Normal,9/29/2020 1:33 PM,Clinic,Vaccinations,,,9/29/2020 1:48 PM,9/29/2020 1:48 PM,Clinic Out,Microchip,,
1,Beagle,,0,1,17.0,Young,Normal,9/29/2020 1:33 PM,Clinic,Vaccinations,,,9/29/2020 1:48 PM,9/29/2020 1:48 PM,Clinic Out,Microchip,,
1,Beagle,,0,1,17.0,Young,Normal,9/29/2020 1:55 PM,Clinic,Microchip,,,9/29/2020 2:11 PM,9/29/2020 2:11 PM,Clinic Out,Microchip,,
1,Border Collie,,0,1,96.0,Adult,Normal,9/29/2020 1:55 PM,Clinic,Microchip,,,9/29/2020 2:11 PM,9/29/2020 2:11 PM,Clinic Out,Microchip,,
1,Saint Bernard,,0,0,11.0,Baby,Normal,9/29/2020 2:21 PM,Clinic,Microchip,,,9/29/2020 2:29 PM,9/29/2020 2:29 PM,Clinic Out,Microchip,,
1,German Shepherd,,0,1,120.0,Senior,Normal,9/29/2020 2:39 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,3/6/2021 2:02 PM,3/6/2021 2:02 PM,Adoption,Adoption Center,,
1,German Shepherd,,0,1,120.0,Senior,Normal,9/29/2020 2:39 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,3/6/2021 2:02 PM,3/6/2021 2:02 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,2,0,2.0,Young,Normal,9/29/2020 10:18 AM,Stray,Abandoned,,,10/6/2020 3:18 PM,,Died,Ill,,
0,Domestic Shorthair,Mix,0,1,136.0,Senior,Normal,10/1/2020 12:31 PM,Owner/Guardian Surrender,For Adoption,Allergies,,1/2/2021 2:44 PM,1/2/2021 2:44 PM,Adoption,Adoption Center,,
1,"Retriever, Labrador",Mix,1,1,17.0,Young,Normal,10/3/2020 2:26 PM,Stray,ACO / Police Drop Off,,,10/10/2020 1:50 PM,10/10/2020 1:50 PM,Return to Owner/Guardian,Stray Reclaim,,
1,"Retriever, Labrador",Mix,1,1,19.0,Young,Normal,11/20/2020 7:27 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,12/18/2020 4:44 PM,12/18/2020 4:44 PM,Adoption,Adoption Center,,
2,Abyssinian (long whirls),,0,0,32.0,Adult,Normal,10/8/2020 3:05 PM,Owner/Guardian Surrender,For Adoption,Moving,,11/2/2020 11:02 AM,11/2/2020 11:02 AM,Adoption,Adoption Center,,
2,Abyssinian (long whirls),,0,0,32.0,Adult,Normal,10/8/2020 3:05 PM,Owner/Guardian Surrender,For Adoption,Moving,,11/2/2020 11:02 AM,11/2/2020 11:02 AM,Adoption,Adoption Center,,
1,American Blue Heeler,English Shepherd,0,1,1.0,Baby,Normal,10/11/2020 1:28 PM,Owner/Guardian Surrender,For Adoption,Other,,12/9/2020 7:18 PM,12/9/2020 7:18 PM,Adoption,Adoption Center,,
1,American Blue Heeler,English Shepherd,0,1,1.0,Baby,Normal,10/11/2020 1:28 PM,Owner/Guardian Surrender,For Adoption,Other,,11/27/2020 8:11 PM,11/27/2020 8:11 PM,Adoption,Adoption Center,,
1,American Blue Heeler,English Shepherd,0,1,1.0,Baby,Normal,10/11/2020 1:28 PM,Owner/Guardian Surrender,For Adoption,Other,,12/18/2020 10:38 PM,12/18/2020 10:38 PM,Adoption,Adoption Center,,
1,American Blue Heeler,English Shepherd,1,1,1.0,Baby,Normal,10/11/2020 1:28 PM,Owner/Guardian Surrender,For Adoption,Other,,11/27/2020 8:57 PM,11/27/2020 8:57 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,95.0,Adult,Sick,10/13/2020 9:01 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,10/23/2020 3:38 PM,10/23/2020 3:38 PM,Transfer Out,To Specific Rescue,For Adoption,Oshkosh Area Humane Society
1,American Blue Heeler,Mix,1,1,9.0,Young,Normal,10/17/2020 4:04 PM,Owner/Guardian Surrender,For Adoption,Other,,12/4/2020 6:51 PM,12/4/2020 6:51 PM,Adoption,Adoption Center,,
1,Australian Shepherd,Terrier,0,1,0.0,Baby,Normal,10/17/2020 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,1/18/2021 9:45 AM,1/18/2021 9:45 AM,Adoption,Adoption Center,,
1,Australian Shepherd,Terrier,0,1,0.0,Baby,Normal,10/17/2020 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/14/2020 8:59 PM,12/14/2020 8:59 PM,Adoption,Adoption Center,,
1,Australian Shepherd,Terrier,1,1,0.0,Baby,Normal,10/17/2020 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,12/14/2020 9:09 PM,12/14/2020 9:09 PM,Adoption,Adoption Center,,
1,Australian Shepherd,Terrier,1,1,0.0,Baby,Normal,10/17/2020 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,1/28/2021 4:10 PM,1/28/2021 4:10 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,2.0,Young,Normal,10/19/2020 8:25 AM,Stray,ACO / Police Drop Off,,,1/17/2021 6:43 PM,1/17/2021 6:43 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,2.0,Young,Normal,10/19/2020 8:25 AM,Stray,ACO / Police Drop Off,,,1/6/2021 5:14 PM,1/6/2021 5:14 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,2.0,Young,Normal,10/19/2020 8:25 AM,Stray,ACO / Police Drop Off,,,2/23/2021 9:29 PM,2/23/2021 9:29 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,2.0,Young,Normal,10/19/2020 8:25 AM,Stray,ACO / Police Drop Off,,,1/17/2021 6:43 PM,1/17/2021 6:43 PM,Adoption,Adoption Center,,
1,"Chihuahua, Long Coat",Mix,1,1,23.0,Adult,Normal,10/19/2020 8:39 AM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,11/16/2020 7:43 PM,11/16/2020 7:43 PM,Adoption,Adoption Center,,
1,"Retriever, Labrador",Mix,0,1,30.0,Adult,Normal,10/23/2020 10:12 AM,Clinic,Spay,,,10/23/2020 10:21 AM,10/23/2020 10:21 AM,Clinic Out,Microchip,,
1,"Retriever, Labrador",Mix,0,1,30.0,Adult,Normal,10/23/2020 10:41 AM,Clinic,Microchip,,,10/23/2020 10:43 AM,10/23/2020 10:43 AM,Clinic Out,Microchip,,
1,"Retriever, Labrador",Mix,0,1,5.0,Young,Normal,10/23/2020 10:23 AM,Clinic,Spay,,,10/23/2020 10:48 AM,10/23/2020 10:48 AM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,24.0,Adult,Normal,10/23/2020 10:54 AM,Clinic,Neuter,,,10/23/2020 10:57 AM,10/23/2020 10:57 AM,Clinic Out,Vaccinations,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,10/23/2020 12:25 PM,Clinic,Spay,,,10/23/2020 12:27 PM,10/23/2020 12:27 PM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,10/23/2020 12:29 PM,Clinic,Neuter,,,10/23/2020 12:30 PM,10/23/2020 12:30 PM,Clinic Out,Other,,
1,"Collie, Rough",Mix,1,1,10.0,Adult,Normal,3/21/2020 6:44 PM,Owner/Guardian Surrender,For Adoption,Other,,5/15/2020 12:14 PM,5/15/2020 12:14 PM,Adoption,Adoption Center,,
1,"Collie, Rough",Mix,0,0,10.0,Young,Normal,3/21/2020 6:44 PM,Owner/Guardian Surrender,For Adoption,Other,,4/2/2020 10:55 AM,4/2/2020 10:55 AM,Transfer Out,To Specific Rescue,For Adoption,Minnesota Wisconsin Collie Rescue
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,3/21/2020 6:44 PM,Owner/Guardian Surrender,For Adoption,Other,,4/20/2020 1:16 PM,4/20/2020 1:16 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,3/21/2020 6:44 PM,Owner/Guardian Surrender,For Adoption,Other,,4/29/2020 6:07 PM,4/29/2020 6:07 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,3/21/2020 6:44 PM,Owner/Guardian Surrender,For Adoption,Other,,4/18/2020 4:06 PM,4/18/2020 4:06 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,3/21/2020 6:44 PM,Owner/Guardian Surrender,For Adoption,Other,,4/22/2020 12:25 PM,4/22/2020 12:25 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,3/21/2020 6:57 PM,Owner/Guardian Surrender,For Adoption,Other,,4/16/2020 9:31 PM,4/16/2020 9:31 PM,Adoption,Other Offsite,,
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,3/21/2020 6:57 PM,Owner/Guardian Surrender,For Adoption,Other,,4/16/2020 9:31 PM,4/16/2020 9:31 PM,Adoption,Other Offsite,,
0,Domestic Shorthair,Mix,0,1,10.0,Young,Injured,3/30/2020 2:05 PM,Stray,Public Drop Off,,,5/19/2020 11:57 AM,5/19/2020 11:57 AM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,1,1,7.0,Young,Normal,4/2/2020 5:16 PM,Clinic,Neuter,,,4/3/2020 8:13 PM,4/3/2020 8:13 PM,Clinic Out,Microchip,,
0,Domestic Shorthair,Mix,1,1,7.0,Young,Normal,4/2/2020 5:16 PM,Clinic,Neuter,,,4/3/2020 8:13 PM,4/3/2020 8:13 PM,Clinic Out,Microchip,,
1,"Terrier, Rat",Australian Shepherd,1,0,1.0,Baby,Normal,4/8/2020 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,4/20/2020 12:02 PM,4/20/2020 12:02 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
1,"Terrier, Rat",Australian Shepherd,1,0,1.0,Baby,Normal,4/8/2020 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,4/20/2020 12:02 PM,4/20/2020 12:02 PM,Transfer Out,For Adoption,For Adoption,Green Bay Animal Rescue
1,"Terrier, Rat",Australian Shepherd,1,1,1.0,Baby,Normal,4/8/2020 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,5/19/2020 12:35 PM,5/19/2020 12:35 PM,Adoption,Adoption Center,,
1,"Terrier, Rat",Australian Shepherd,0,1,1.0,Baby,Normal,4/8/2020 1:08 PM,Owner/Guardian Surrender,For Adoption,Other,,5/6/2020 5:54 PM,5/6/2020 5:54 PM,Adoption,Adoption Center,,
1,American Eskimo,Terrier,0,1,2.0,Baby,Normal,4/8/2020 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,5/16/2020 2:28 PM,5/16/2020 2:28 PM,Adoption,Adoption Center,,
1,American Eskimo,Terrier,0,1,2.0,Baby,Normal,4/8/2020 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,5/19/2020 11:30 AM,5/19/2020 11:30 AM,Adoption,Adoption Center,,
1,American Eskimo,Terrier,0,1,2.0,Baby,Normal,4/8/2020 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,5/14/2020 4:43 PM,5/14/2020 4:43 PM,Adoption,Adoption Center,,
1,American Eskimo,Terrier,1,1,2.0,Baby,Normal,4/8/2020 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,5/16/2020 1:39 PM,5/16/2020 1:39 PM,Adoption,Adoption Center,,
1,American Eskimo,Terrier,1,1,2.0,Baby,Normal,4/8/2020 12:38 PM,Owner/Guardian Surrender,For Adoption,Other,,10/20/2020 8:39 PM,10/20/2020 8:39 PM,Adoption,Adoption Center,,
1,"Bulldog, English",,0,1,123.0,Senior,Normal,4/15/2020 6:18 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,4/3/2021 12:34 PM,4/3/2021 12:34 PM,Transfer Out,To Specific Rescue,For Adoption,Shelter From the Storm
0,Snowshoe,Mix,0,1,108.0,Senior,Sick,4/18/2020 5:34 PM,Owner/Guardian Surrender,For Adoption,Litterbox Issues,,4/26/2021 1:24 PM,4/26/2021 1:24 PM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,1,1,24.0,Adult,Normal,4/23/2020 3:28 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,4/24/2020 11:25 AM,4/24/2020 11:25 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,9.0,Young,Injured,4/23/2020 1:35 PM,Stray,Public Drop Off,,,11/6/2020 12:29 PM,11/6/2020 12:29 PM,Adoption,Adoption Center,,
1,"Terrier, Yorkshire","Poodle, Miniature",1,1,48.0,Adult,Normal,4/26/2020 2:35 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,6/15/2020 1:06 PM,6/15/2020 1:06 PM,Adoption,Adoption Center,,
1,"Terrier, Yorkshire","Poodle, Miniature",0,1,48.0,Adult,Normal,4/26/2020 2:35 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,6/15/2020 1:06 PM,6/15/2020 1:06 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,18.0,Adult,Normal,4/27/2020 11:59 AM,Owner/Guardian Surrender,For Adoption,Death of Owner,,1/31/2021 11:31 AM,1/31/2021 11:31 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,1.0,Baby,Normal,4/28/2020 4:09 PM,Owner/Guardian Surrender,For Adoption,Other,,9/15/2020 3:35 PM,9/15/2020 3:35 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,1,1,2.0,Baby,Normal,4/28/2020 4:09 PM,Owner/Guardian Surrender,For Adoption,Other,,5/19/2020 10:54 AM,5/19/2020 10:54 AM,Adoption,Adoption Center,,
1,Border Collie,Mix,1,1,2.0,Baby,Normal,4/28/2020 4:09 PM,Owner/Guardian Surrender,For Adoption,Other,,5/19/2020 11:04 AM,5/19/2020 11:04 AM,Adoption,Adoption Center,,
1,Border Collie,Mix,1,1,8.0,Baby,Normal,10/28/2020 8:41 AM,Return,Beyond Exchange Period,Time - Not Enough,,11/14/2020 2:31 PM,11/14/2020 2:31 PM,Adoption,Adoption Center,,
1,Border Collie,Mix,1,1,2.0,Baby,Normal,4/28/2020 4:09 PM,Owner/Guardian Surrender,For Adoption,Other,,5/19/2020 12:54 PM,5/19/2020 12:54 PM,Adoption,Adoption Center,,
1,Border Collie,Beagle,0,1,2.0,Baby,Normal,4/29/2020 4:45 PM,Owner/Guardian Surrender,For Adoption,Other,,5/14/2020 3:55 PM,5/14/2020 3:55 PM,Adoption,Adoption Center,,
1,Border Collie,Beagle,1,1,2.0,Baby,Normal,4/29/2020 4:45 PM,Owner/Guardian Surrender,For Adoption,Other,,6/2/2020 12:09 PM,6/2/2020 12:09 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,,Adult,Normal,4/29/2020 5:39 PM,Stray,Public Drop Off,,,5/1/2020 12:15 PM,5/1/2020 12:15 PM,Return to Owner/Guardian,Stray Reclaim,,
1,Irish Wolfhound,"Poodle, Standard",1,1,84.0,Adult,Sick,4/30/2020 7:38 PM,Owner/Guardian Surrender,For Evaluation,Health Issues of Dog,,5/13/2020 9:34 AM,,Euthanasia,Owner Request,,
1,"Dachshund, Standard Smooth Haired","Terrier, Rat",0,1,2.0,Young,Normal,5/4/2020 9:26 AM,Owner/Guardian Surrender,For Adoption,Other,,7/10/2020 10:24 AM,7/10/2020 10:24 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,0,,Young,Injured,5/6/2020 3:35 PM,Stray,Public Drop Off,,,5/7/2020 2:44 PM,,Euthanasia,Injury,,
